id,date,spent,coupon,spent2
49,2019/9/4,13278,1327.8,11950.2
42,2019/9/24,9739,0,9739
24,2019/9/26,7258,725.8,6532.2
31,2019/9/12,3847,384.7,3462.3
31,2019/9/20,6890,689,6201
15,2019/9/16,4664,466.4,4197.6
13,2019/9/15,12504,1250.4,11253.6
49,2019/9/2,3326,332.6,2993.4
31,2019/9/15,3043,0,3043
3,2019/9/22,13174,1317.4,11856.6
24,2019/9/14,1578,0,1578
13,2019/9/1,5627,0,5627
2,2019/9/15,2921,292.1,2628.9
17,2019/9/21,13333,1333.3,11999.7
7,2019/9/7,6008,600.8,5407.2
20,2019/9/21,11923,0,11923
27,2019/9/1,13262,1326.2,11935.8
30,2019/9/24,6310,0,6310
38,2019/9/18,8711,0,8711
20,2019/10/1,12173,0,12173
7,2019/9/25,7107,0,7107
45,2019/10/1,12428,0,12428
49,2019/9/16,4487,0,4487
34,2019/9/5,8306,830.6,7475.4
14,2019/9/8,12775,1277.5,11497.5
26,2019/9/14,12216,1221.6,10994.4
18,2019/9/17,12025,0,12025
24,2019/10/1,6201,620.1,5580.9
8,2019/9/6,11392,0,11392
44,2019/9/10,11960,1196,10764
29,2019/9/18,8045,0,8045
32,2019/9/28,8396,839.6,7556.4
16,2019/9/13,3365,0,3365
32,2019/9/19,13000,1300,11700
34,2019/9/19,4919,491.9,4427.1
40,2019/9/27,5738,573.8,5164.2
28,2019/9/10,12790,1279,11511
10,2019/9/30,9718,0,9718
11,2019/9/5,6474,0,6474
13,2019/9/8,3416,341.6,3074.4
45,2019/9/20,14803,1480.3,13322.7
45,2019/9/28,3622,362.2,3259.8
48,2019/9/25,2221,0,2221
42,2019/9/5,6670,0,6670
2,2019/9/4,9601,960.1,8640.9
25,2019/9/6,11463,0,11463
33,2019/9/26,1738,0,1738
8,2019/9/15,3661,0,3661
34,2019/9/5,12149,0,12149
15,2019/9/27,6031,603.1,5427.9
5,2019/9/24,12476,1247.6,11228.4
38,2019/9/15,10578,1057.8,9520.2
9,2019/9/30,9753,0,9753
18,2019/9/8,12811,0,12811
46,2019/9/17,12951,0,12951
10,2019/9/16,8454,845.4,7608.6
40,2019/9/27,1948,0,1948
26,2019/9/29,7506,750.6,6755.4
16,2019/9/15,1782,178.2,1603.8
45,2019/9/29,6786,0,6786
25,2019/9/8,11027,0,11027
32,2019/9/1,5328,532.8,4795.2
29,2019/9/4,5725,0,5725
23,2019/10/1,12604,1260.4,11343.6
26,2019/9/27,7803,0,7803
29,2019/9/18,12085,1208.5,10876.5
45,2019/9/5,9555,955.5,8599.5
16,2019/9/4,1900,190,1710
44,2019/9/21,8083,808.3,7274.7
26,2019/10/1,13536,1353.6,12182.4
2,2019/9/3,4468,0,4468
39,2019/9/1,6084,0,6084
21,2019/9/14,2428,242.8,2185.2
42,2019/9/27,2119,211.9,1907.1
39,2019/9/16,12722,0,12722
5,2019/9/3,10702,0,10702
12,2019/9/28,3701,370.1,3330.9
46,2019/9/30,14248,0,14248
22,2019/9/4,11078,0,11078
10,2019/9/15,2700,0,2700
35,2019/9/18,12973,1297.3,11675.7
40,2019/9/25,11932,1193.2,10738.8
36,2019/9/2,14446,0,14446
46,2019/9/2,3092,309.2,2782.8
38,2019/9/14,10805,1080.5,9724.5
27,2019/9/2,2363,0,2363
34,2019/9/8,14107,0,14107
9,2019/9/7,5471,0,5471
40,2019/9/3,13833,1383.3,12449.7
45,2019/9/24,11338,0,11338
18,2019/9/29,9800,0,9800
6,2019/9/25,3169,316.9,2852.1
11,2019/9/13,10909,1090.9,9818.1
8,2019/9/22,5878,587.8,5290.2
10,2019/9/12,8300,0,8300
41,2019/9/14,11693,1169.3,10523.7
37,2019/9/16,5500,550,4950
33,2019/9/29,9258,925.8,8332.2
42,2019/9/30,13325,0,13325
13,2019/9/10,6161,616.1,5544.9
39,2019/9/14,14068,1406.8,12661.2
36,2019/9/2,2428,242.8,2185.2
44,2019/9/27,5907,0,5907
37,2019/9/19,12919,1291.9,11627.1
25,2019/9/11,11702,1170.2,10531.8
39,2019/9/21,6978,697.8,6280.2
13,2019/9/11,7347,734.7,6612.3
33,2019/9/13,1976,0,1976
4,2019/9/8,3354,335.4,3018.6
43,2019/9/2,1837,183.7,1653.3
49,2019/10/1,2601,260.1,2340.9
38,2019/9/17,9450,0,9450
33,2019/9/7,14623,0,14623
34,2019/9/12,6594,0,6594
8,2019/9/30,12966,0,12966
17,2019/9/9,5427,0,5427
22,2019/9/4,9050,0,9050
8,2019/9/2,13628,1362.8,12265.2
17,2019/9/19,14869,1486.9,13382.1
17,2019/9/16,9714,0,9714
7,2019/9/22,3171,317.1,2853.9
39,2019/9/14,3842,0,3842
40,2019/9/29,11128,1112.8,10015.2
46,2019/9/19,7677,0,7677
13,2019/9/24,2678,0,2678
18,2019/9/10,9370,0,9370
3,2019/9/7,3000,300,2700
26,2019/10/1,11499,1149.9,10349.1
28,2019/9/7,10320,0,10320
26,2019/9/22,3311,0,3311
39,2019/9/15,9585,958.5,8626.5
10,2019/9/21,13770,1377,12393
39,2019/9/21,11354,1135.4,10218.6
14,2019/10/1,3538,353.8,3184.2
3,2019/9/24,14971,1497.1,13473.9
31,2019/9/20,5904,0,5904
46,2019/9/27,1529,0,1529
35,2019/9/20,11467,1146.7,10320.3
25,2019/9/11,8083,0,8083
32,2019/9/20,4319,0,4319
42,2019/9/22,13864,0,13864
34,2019/9/1,6044,0,6044
39,2019/9/8,4839,483.9,4355.1
10,2019/9/1,14607,0,14607
26,2019/9/30,4811,0,4811
6,2019/9/3,8993,899.3,8093.7
36,2019/9/15,10964,0,10964
48,2019/9/21,3382,338.2,3043.8
31,2019/9/8,9202,920.2,8281.8
28,2019/10/1,6863,0,6863
17,2019/9/18,6569,0,6569
31,2019/9/30,3800,0,3800
22,2019/9/27,14333,1433.3,12899.7
32,2019/9/13,1610,161,1449
45,2019/9/3,4077,0,4077
28,2019/9/27,6900,690,6210
31,2019/9/28,2563,0,2563
26,2019/9/4,4928,492.8,4435.2
39,2019/9/7,4354,435.4,3918.6
31,2019/9/23,2062,0,2062
42,2019/9/26,6853,0,6853
42,2019/9/29,7014,701.4,6312.6
10,2019/9/7,2397,0,2397
31,2019/9/22,7942,0,7942
15,2019/9/16,4419,441.9,3977.1
25,2019/9/4,4763,0,4763
24,2019/9/3,5747,574.7,5172.3
15,2019/9/14,13004,0,13004
12,2019/9/26,2620,262,2358
2,2019/9/29,6228,622.8,5605.2
10,2019/9/25,14436,1443.6,12992.4
10,2019/9/26,5092,509.2,4582.8
29,2019/9/15,2637,0,2637
23,2019/9/24,3807,380.7,3426.3
17,2019/9/26,7037,0,7037
4,2019/9/28,5908,590.8,5317.2
30,2019/9/13,10944,1094.4,9849.6
44,2019/9/8,2637,263.7,2373.3
48,2019/9/28,10106,1010.6,9095.4
25,2019/9/18,9849,984.9,8864.1
7,2019/9/18,10774,0,10774
44,2019/9/26,13938,0,13938
35,2019/9/18,6638,663.8,5974.2
31,2019/9/21,8482,0,8482
31,2019/9/1,14398,0,14398
47,2019/9/14,14410,1441,12969
46,2019/9/18,3654,0,3654
36,2019/9/16,11958,0,11958
4,2019/9/20,2626,0,2626
6,2019/9/5,7870,787,7083
16,2019/9/8,5310,531,4779
39,2019/9/24,2691,0,2691
40,2019/9/14,14111,0,14111
49,2019/9/17,5911,0,5911
18,2019/9/17,2078,0,2078
37,2019/9/11,5632,0,5632
2,2019/9/24,5678,0,5678
3,2019/9/6,6196,619.6,5576.4
48,2019/9/29,4675,0,4675
49,2019/9/13,7902,0,7902
30,2019/9/25,13011,0,13011
46,2019/9/11,10985,1098.5,9886.5
45,2019/9/3,3719,0,3719
4,2019/9/17,6866,0,6866
30,2019/9/3,3098,309.8,2788.2
27,2019/9/7,4612,461.2,4150.8
1,2019/9/19,12663,0,12663
29,2019/9/28,5283,528.3,4754.7
10,2019/9/28,3535,0,3535
38,2019/9/11,10095,1009.5,9085.5
39,2019/9/9,7531,753.1,6777.9
14,2019/9/6,5503,0,5503
10,2019/10/1,4573,0,4573
46,2019/9/15,6400,0,6400
19,2019/9/9,9770,977,8793
32,2019/9/17,2778,277.8,2500.2
7,2019/9/7,3871,387.1,3483.9
37,2019/9/17,3021,302.1,2718.9
26,2019/9/8,12782,1278.2,11503.8
48,2019/9/3,14300,0,14300
13,2019/9/11,12965,1296.5,11668.5
11,2019/9/7,8512,851.2,7660.8
46,2019/9/20,5568,556.8,5011.2
32,2019/9/15,11281,1128.1,10152.9
29,2019/9/24,10484,0,10484
33,2019/9/22,10854,0,10854
18,2019/9/6,12306,0,12306
7,2019/9/8,6082,608.2,5473.8
24,2019/9/27,7514,0,7514
9,2019/9/24,3463,0,3463
3,2019/9/3,12201,1220.1,10980.9
9,2019/9/17,2600,260,2340
22,2019/10/1,8700,0,8700
29,2019/9/14,10767,1076.7,9690.3
16,2019/9/21,14064,1406.4,12657.6
3,2019/9/18,1807,0,1807
27,2019/9/19,13118,1311.8,11806.2
31,2019/9/7,2569,0,2569
12,2019/9/8,3265,326.5,2938.5
1,2019/9/7,8444,844.4,7599.6
47,2019/9/3,12023,1202.3,10820.7
43,2019/9/8,12615,1261.5,11353.5
20,2019/9/16,12375,1237.5,11137.5
28,2019/9/30,1961,0,1961
38,2019/9/18,8772,877.2,7894.8
31,2019/9/23,9594,959.4,8634.6
35,2019/9/27,6919,691.9,6227.1
32,2019/9/5,9566,0,9566
37,2019/9/18,11040,0,11040
21,2019/9/6,3551,0,3551
5,2019/9/22,14098,1409.8,12688.2
29,2019/9/23,14430,1443,12987
35,2019/9/12,7582,0,7582
33,2019/9/5,7682,0,7682
37,2019/9/30,2415,0,2415
31,2019/9/24,3799,0,3799
29,2019/9/3,11908,1190.8,10717.2
36,2019/9/10,7119,0,7119
31,2019/9/6,4182,418.2,3763.8
20,2019/9/11,13722,0,13722
33,2019/9/19,7431,0,7431
19,2019/9/15,6342,634.2,5707.8
14,2019/9/2,5233,523.3,4709.7
11,2019/9/6,11695,1169.5,10525.5
4,2019/9/14,10455,0,10455
42,2019/9/23,14576,1457.6,13118.4
12,2019/9/17,8642,864.2,7777.8
36,2019/9/30,7159,0,7159
41,2019/9/3,13519,1351.9,12167.1
15,2019/9/28,9458,0,9458
14,2019/9/30,14439,0,14439
32,2019/9/6,4828,482.8,4345.2
22,2019/9/9,14958,1495.8,13462.2
48,2019/9/24,5823,0,5823
25,2019/9/6,11845,0,11845
13,2019/9/28,14299,1429.9,12869.1
38,2019/9/11,14433,0,14433
21,2019/9/25,3329,0,3329
16,2019/9/5,13251,1325.1,11925.9
3,2019/9/28,12790,0,12790
28,2019/9/25,5606,560.6,5045.4
24,2019/9/5,2862,0,2862
6,2019/9/12,7397,739.7,6657.3
20,2019/9/2,6024,602.4,5421.6
21,2019/9/6,2477,247.7,2229.3
10,2019/9/14,14888,0,14888
8,2019/9/19,7629,762.9,6866.1
33,2019/9/10,10249,0,10249
10,2019/9/9,9284,0,9284
28,2019/9/5,4208,420.8,3787.2
7,2019/9/3,13373,1337.3,12035.7
31,2019/10/1,10854,0,10854
3,2019/9/5,5602,0,5602
17,2019/9/15,9246,924.6,8321.4
24,2019/9/28,12702,1270.2,11431.8
46,2019/9/18,8290,0,8290
46,2019/9/23,4741,0,4741
39,2019/9/16,6826,682.6,6143.4
34,2019/9/16,3155,315.5,2839.5
41,2019/9/20,9153,915.3,8237.7
34,2019/9/17,2640,264,2376
8,2019/9/2,3718,371.8,3346.2
3,2019/9/20,3982,398.2,3583.8
36,2019/9/1,9517,0,9517
7,2019/9/29,1820,182,1638
35,2019/9/20,12234,1223.4,11010.6
3,2019/9/28,14093,1409.3,12683.7
45,2019/9/4,11216,1121.6,10094.4
17,2019/9/24,4411,0,4411
48,2019/9/14,7575,0,7575
25,2019/9/18,13737,1373.7,12363.3
25,2019/9/3,10619,0,10619
44,2019/9/21,5553,555.3,4997.7
9,2019/9/23,4196,419.6,3776.4
3,2019/10/1,14211,1421.1,12789.9
8,2019/9/14,2659,265.9,2393.1
49,2019/9/1,12978,0,12978
39,2019/9/20,7244,724.4,6519.6
8,2019/9/18,4068,0,4068
28,2019/9/27,8461,846.1,7614.9
11,2019/9/16,1778,177.8,1600.2
1,2019/9/23,3203,320.3,2882.7
13,2019/9/24,12481,0,12481
7,2019/9/25,13777,1377.7,12399.3
42,2019/9/6,9496,949.6,8546.4
10,2019/9/4,8540,0,8540
32,2019/9/18,4649,0,4649
37,2019/9/2,8492,0,8492
1,2019/9/20,13280,0,13280
30,2019/9/24,13262,0,13262
21,2019/9/7,7249,724.9,6524.1
28,2019/9/8,13167,0,13167
10,2019/9/8,7934,793.4,7140.6
38,2019/9/11,12672,1267.2,11404.8
15,2019/9/5,8221,0,8221
1,2019/9/22,3935,393.5,3541.5
21,2019/9/8,10020,0,10020
4,2019/9/20,6833,0,6833
27,2019/9/4,9617,961.7,8655.3
43,2019/9/11,6420,0,6420
5,2019/9/9,7734,773.4,6960.6
46,2019/9/21,2472,0,2472
15,2019/9/25,3820,0,3820
4,2019/9/25,4997,0,4997
8,2019/9/27,5289,0,5289
30,2019/9/24,4238,0,4238
32,2019/9/25,13310,1331,11979
14,2019/9/4,4082,408.2,3673.8
14,2019/9/26,3654,0,3654
18,2019/9/16,12044,0,12044
12,2019/9/8,5854,0,5854
40,2019/9/10,8202,820.2,7381.8
9,2019/9/24,12823,0,12823
27,2019/9/25,1598,159.8,1438.2
12,2019/9/27,10383,0,10383
31,2019/9/15,14551,0,14551
20,2019/9/14,8602,860.2,7741.8
4,2019/9/7,8476,847.6,7628.4
44,2019/9/28,2654,265.4,2388.6
25,2019/9/14,9750,0,9750
7,2019/9/1,7795,0,7795
43,2019/9/11,9140,914,8226
44,2019/9/21,6807,0,6807
19,2019/9/1,4549,0,4549
21,2019/9/18,8680,868,7812
27,2019/9/26,8860,886,7974
16,2019/9/18,5663,0,5663
5,2019/9/10,5791,0,5791
6,2019/9/12,12039,1203.9,10835.1
37,2019/9/28,3089,308.9,2780.1
45,2019/9/21,10427,0,10427
20,2019/9/4,7774,0,7774
11,2019/9/14,9787,978.7,8808.3
32,2019/9/3,8028,0,8028
15,2019/9/27,5756,0,5756
34,2019/9/22,14133,0,14133
2,2019/9/20,8432,0,8432
7,2019/9/10,12966,0,12966
17,2019/9/29,6928,0,6928
5,2019/9/16,9087,0,9087
24,2019/9/17,9652,0,9652
46,2019/9/11,3531,0,3531
2,2019/9/20,11046,1104.6,9941.4
32,2019/9/15,12672,1267.2,11404.8
39,2019/9/8,3936,0,3936
33,2019/9/21,3579,0,3579
45,2019/9/17,11664,0,11664
16,2019/9/8,9762,0,9762
12,2019/9/15,5400,0,5400
29,2019/9/7,2586,258.6,2327.4
12,2019/9/12,8860,886,7974
18,2019/9/20,5983,598.3,5384.7
1,2019/9/18,4533,453.3,4079.7
44,2019/9/24,13012,1301.2,11710.8
11,2019/9/17,6482,648.2,5833.8
43,2019/9/10,5581,0,5581
5,2019/9/15,13846,0,13846
9,2019/9/11,8120,812,7308
2,2019/9/14,4269,0,4269
44,2019/9/22,2390,0,2390
45,2019/9/30,14381,0,14381
40,2019/9/2,13819,1381.9,12437.1
13,2019/9/30,14230,1423,12807
17,2019/9/14,13333,1333.3,11999.7
39,2019/9/29,4525,452.5,4072.5
10,2019/9/25,14954,0,14954
19,2019/10/1,7932,793.2,7138.8
49,2019/9/11,8890,0,8890
13,2019/9/1,10523,1052.3,9470.7
33,2019/9/15,8439,843.9,7595.1
12,2019/9/6,5999,0,5999
37,2019/9/13,11764,0,11764
47,2019/9/1,2545,0,2545
42,2019/9/2,12025,0,12025
7,2019/9/15,9886,988.6,8897.4
33,2019/9/26,14288,0,14288
37,2019/9/26,14880,0,14880
36,2019/9/3,12269,1226.9,11042.1
46,2019/9/17,10423,0,10423
29,2019/9/12,10046,0,10046
21,2019/9/28,3272,0,3272
32,2019/9/21,14702,0,14702
49,2019/9/2,8172,0,8172
41,2019/9/25,10857,0,10857
40,2019/9/24,11537,1153.7,10383.3
45,2019/9/27,13121,0,13121
30,2019/9/22,3106,310.6,2795.4
35,2019/10/1,3359,335.9,3023.1
17,2019/10/1,3170,0,3170
41,2019/9/17,13340,0,13340
3,2019/9/20,9918,991.8,8926.2
7,2019/9/23,14394,0,14394
38,2019/9/18,7861,0,7861
6,2019/9/19,4352,0,4352
